transaction_id,amount,payment_method,failure_reason,customer_age_days,previous_successful_payments,previous_failed_payments,retry_count,time_since_failure_hours,customer_avg_amount,is_subscription,recovered,total_previous_payments,customer_success_rate,customer_failure_rate,amount_deviation,retry_pressure,recovery_probability,recommended_action,priority,expected_recovery,retry_allowed,measured_recovery_amount
TXN000028,1119.56,Card,Insufficient Funds,1853,27,3,4,3.27,559.19,1,0,30,0.8709677419354839,0.0967741935483871,1.0003213195522944,0.936768149882904,0.3727035952187593,STOP RETRY,LOW,417.2640370631141,False,0.0
TXN000029,961.31,Card,Network Error,546,20,6,4,28.38,269.48,1,0,26,0.7407407407407407,0.2222222222222222,2.557786157941437,0.136147038801906,0.2814998871290138,STOP RETRY,LOW,270.6086564959923,False,0.0
TXN000030,606.99,UPI,Insufficient Funds,389,22,3,1,17.99,1761.52,0,1,25,0.8461538461538461,0.1153846153846153,0.6550450491341943,0.0526592943654555,0.5796505688515745,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,351.8420987872172,True,606.99
TXN000031,3601.74,Card,Insufficient Funds,1713,18,4,1,9.12,1552.4,1,0,22,0.782608695652174,0.1739130434782608,1.31926097592378,0.0988142292490118,0.483680028393075,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,1742.089705464474,True,0.0
TXN000032,267.13,UPI,Insufficient Funds,1290,20,1,1,0.58,655.53,1,1,21,0.9090909090909092,0.0454545454545454,0.5915952050934459,0.6329113924050632,0.8036776578101248,RETRY SUBSCRIPTION PAYMENT,HIGH,214.68641273081863,True,267.13
TXN000033,11624.64,UPI,Authentication Failed,97,16,1,4,46.27,628.64,0,0,17,0.8888888888888888,0.0555555555555555,17.4639476526269,0.0846202665538396,0.1218844674341589,STOP RETRY,LOW,1416.8630555138209,False,0.0
TXN000034,2636.91,Wallet,Limit Exceeded,1796,19,2,3,26.92,10333.9,1,0,21,0.8636363636363636,0.0909090909090909,0.7447570852161124,0.1074498567335243,0.3666957327862334,STOP RETRY,LOW,966.9436447413468,False,0.0
TXN000035,185.31,Wallet,Insufficient Funds,1203,19,2,2,39.95,1742.49,0,1,21,0.8636363636363636,0.0909090909090909,0.89313962225192,0.0488400488400488,0.2497376795834887,AVOID RETRY,LOW,46.2788894036163,False,185.31
TXN000036,876.41,Net Banking,Bank Decline,510,19,4,2,18.25,1689.48,0,1,23,0.7916666666666666,0.1666666666666666,0.4809699020396574,0.1038961038961039,0.4591452739805718,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,402.39950956931295,True,876.41
TXN000037,926.54,UPI,Bank Decline,1468,20,2,1,32.92,4454.0,0,0,22,0.8695652173913043,0.0869565217391304,0.7917979797979798,0.0294811320754716,0.5669774595938741,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,525.3272954121081,True,0.0
TXN000038,1622.76,UPI,Bank Decline,1990,17,8,0,13.04,3084.27,0,1,25,0.6538461538461539,0.3076923076923077,0.4737057048491704,0.0,0.6827904792023811,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,1108.005078030456,True,1622.76
TXN000039,407.74,Card,Authentication Failed,250,14,2,0,42.56,192.12,0,0,16,0.8235294117647058,0.1176470588235294,1.116507870753935,0.0,0.3806898259831054,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,155.2224696463514,True,0.0
TXN000040,1132.32,Card,Expired Card,290,25,2,4,23.34,439.12,1,0,27,0.8928571428571429,0.0714285714285714,1.575024993183677,0.1643385373870172,0.2444389335498704,STOP RETRY,LOW,276.78309323718935,False,0.0
TXN000041,971.54,UPI,Insufficient Funds,295,25,4,4,23.52,397.65,0,1,29,0.8333333333333334,0.1333333333333333,1.439583594631883,0.1631321370309951,0.2453683455559726,STOP RETRY,LOW,238.38516244144964,False,971.54
TXN000042,524.47,Card,Bank Decline,1512,21,3,2,38.26,945.55,1,0,24,0.84,0.12,0.4448576409064497,0.0509424350483953,0.4651000639862853,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,243.93103055888707,True,0.0
TXN000043,456.34,UPI,Authentication Failed,1679,26,4,2,36.54,593.61,1,1,30,0.8387096774193549,0.1290322580645161,0.2308572005179866,0.0532765050612679,0.4908727265343677,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,224.0048600266933,True,456.34
TXN000044,2748.48,Wallet,Expired Card,706,23,3,2,20.63,1111.81,1,0,26,0.8518518518518519,0.1111111111111111,1.4707542168025092,0.092464170134073,0.2958226504518139,AVOID RETRY,LOW,813.0626383138015,False,0.0
TXN000045,201.02,UPI,Bank Decline,1109,21,9,0,23.68,1462.83,0,0,30,0.6774193548387096,0.2903225806451613,0.8619921712220682,0.0,0.4499427718589383,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,90.44749599908378,True,0.0
TXN000046,1768.49,Card,Network Error,883,22,2,4,45.0,506.2,1,0,24,0.88,0.08,2.488742113564669,0.0869565217391304,0.3549612439037142,STOP RETRY,LOW,627.7454102312796,False,0.0
TXN000047,2434.53,UPI,Limit Exceeded,437,23,3,2,10.76,446.61,0,0,26,0.8518518518518519,0.1111111111111111,4.4411876410267865,0.1700680272108843,0.375584579628048,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,914.3719266418716,True,0.0
TXN000048,881.34,Card,Insufficient Funds,498,22,2,0,28.75,693.92,1,1,24,0.88,0.08,0.2697001093651069,0.0,0.5900725946566504,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,520.0545805746923,True,881.34
TXN000049,1155.6,Card,Limit Exceeded,1921,18,7,2,42.7,1842.97,1,0,25,0.6923076923076923,0.2692307692307692,0.3727663682164027,0.045766590389016,0.3227916136561417,AVOID RETRY,LOW,373.01798874103736,False,0.0
TXN000050,3510.43,UPI,Limit Exceeded,791,25,2,2,39.28,828.14,0,0,27,0.8928571428571429,0.0714285714285714,3.235026654123549,0.0496524329692154,0.2494339086307674,AVOID RETRY,LOW,875.6202758747047,False,0.0
TXN000051,541.94,Wallet,Network Error,272,11,6,2,35.06,2144.43,1,0,17,0.6111111111111112,0.3333333333333333,0.7469318504915098,0.0554631170271769,0.3270354248814275,AVOID RETRY,LOW,177.23357816024088,False,0.0
TXN000052,600.85,Net Banking,Network Error,1965,14,5,2,37.73,1179.76,0,0,19,0.7,0.25,0.4902859175446322,0.0516395558998192,0.462082740653186,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,277.6424147214669,True,0.0
TXN000053,668.15,Wallet,Network Error,543,23,4,3,28.86,425.52,0,0,27,0.8214285714285714,0.1428571428571428,0.5688596079902467,0.1004688546550569,0.4131209703092692,STOP RETRY,LOW,276.0267763121382,False,0.0
TXN000054,3516.87,Net Banking,Expired Card,1708,18,2,2,9.54,899.88,1,0,20,0.8571428571428571,0.0952380952380952,2.904926294290027,0.1897533206831119,0.3531944791503937,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,1242.139067889645,True,0.0
TXN000055,3992.98,Card,Bank Decline,1222,26,4,2,2.96,380.54,0,0,30,0.8387096774193549,0.1290322580645161,9.468050532054306,0.5050505050505051,0.3499357880002213,AVOID RETRY,LOW,1397.286602769124,False,0.0
TXN000056,271.54,Wallet,Insufficient Funds,604,17,6,2,38.87,1745.3,0,0,23,0.7083333333333334,0.25,0.8439328866746836,0.0501630298470027,0.1315338779703591,AVOID RETRY,LOW,35.71670922407131,False,0.0
TXN000057,2999.62,UPI,Network Error,1486,16,5,3,29.12,2191.21,0,1,21,0.7272727272727273,0.2272727272727272,0.3687648537320785,0.099601593625498,0.5639232049500333,STOP RETRY,LOW,1691.555324032219,False,2999.62
TXN000058,2487.19,UPI,Authentication Failed,695,21,2,3,43.85,2840.09,1,1,23,0.875,0.0833333333333333,0.1242128901231569,0.0668896321070234,0.4370655465666033,STOP RETRY,LOW,1087.06505676499,False,2487.19
TXN000059,5185.36,UPI,Insufficient Funds,1915,17,3,3,6.26,813.26,1,0,20,0.8095238095238095,0.1428571428571428,5.369415174514282,0.4132231404958678,0.3144779443900714,STOP RETRY,LOW,1630.6813537225005,False,0.0
TXN000060,1611.8,UPI,Insufficient Funds,796,26,1,1,6.08,705.94,0,0,27,0.9285714285714286,0.0357142857142857,1.28138172970832,0.1412429378531073,0.6370106786643001,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,1026.7338118711189,True,0.0
TXN000061,1049.15,UPI,Insufficient Funds,1631,20,4,0,7.18,3316.0,1,0,24,0.8,0.16,0.6834036780223093,0.0,0.6774860849443207,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,710.7845260193342,True,0.0
TXN000062,3446.85,UPI,Network Error,1939,18,9,4,41.22,787.37,1,0,27,0.6428571428571429,0.3214285714285714,3.37339066681888,0.0947418285172903,0.1890122193833572,STOP RETRY,LOW,651.496768381525,False,0.0
TXN000063,2205.93,Net Banking,Network Error,1338,20,4,4,9.87,1097.69,1,1,24,0.8,0.16,1.0086921697658118,0.3679852805887765,0.4499057145688888,STOP RETRY,LOW,992.4605129389488,False,2205.93
TXN000064,10351.62,UPI,Bank Decline,483,26,3,3,25.43,967.1,1,1,29,0.8666666666666667,0.1,9.693750645594465,0.1135073779795686,0.2650753505945015,STOP RETRY,LOW,2743.9593007210538,False,10351.62
TXN000065,2860.37,UPI,Network Error,217,18,9,2,41.42,2398.89,0,0,27,0.6428571428571429,0.3214285714285714,0.1922921467233915,0.0471475719000471,0.4292980929300166,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,1227.9513860742316,True,0.0
TXN000066,1278.63,Card,Network Error,734,22,5,3,27.41,4817.32,1,0,27,0.7857142857142857,0.1785714285714285,0.7344240316126782,0.1055966209081309,0.4874540280651673,STOP RETRY,LOW,623.2733439049649,False,0.0
TXN000067,338.96,UPI,Insufficient Funds,1349,21,6,2,34.67,1930.74,1,1,27,0.75,0.2142857142857142,0.8240135836085601,0.0560695262125035,0.3339473136517443,AVOID RETRY,LOW,113.19478143539526,False,338.96
TXN000068,613.44,Net Banking,Bank Decline,1576,28,4,3,3.51,374.14,0,0,32,0.8484848484848485,0.1212121212121212,0.6378951857973025,0.6651884700665189,0.3750749706236621,STOP RETRY,LOW,230.0859899793793,False,0.0
TXN000069,260.88,UPI,Limit Exceeded,721,20,5,2,30.01,922.97,1,1,25,0.7692307692307693,0.1923076923076923,0.7165708843360715,0.0644953240890035,0.4122240363083914,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,107.54100659213314,True,260.88
TXN000070,884.43,Wallet,Network Error,1435,25,2,3,25.58,1938.57,1,1,27,0.8928571428571429,0.0714285714285714,0.5434915986533098,0.1128668171557562,0.5316532152070157,STOP RETRY,LOW,470.21005312554087,False,884.43
TXN000071,2768.52,Net Banking,Authentication Failed,1396,20,3,4,40.71,276.37,0,0,23,0.8333333333333334,0.125,8.984929877059523,0.0959002637257252,0.0824613826435795,STOP RETRY,LOW,228.29598707640275,False,0.0
TXN000072,1092.61,UPI,Network Error,631,24,1,0,22.07,1063.62,1,1,25,0.9230769230769232,0.0384615384615384,0.0272303732787285,0.0,0.8789952412316964,RETRY SUBSCRIPTION PAYMENT,HIGH,960.3989905221636,True,1092.61
TXN000073,3046.43,UPI,Limit Exceeded,1276,17,3,2,45.13,953.36,0,1,20,0.8095238095238095,0.1428571428571428,2.193166100842449,0.0433557337957944,0.2492335273428027,AVOID RETRY,LOW,759.2724947029344,False,3046.43
TXN000074,1536.98,Net Banking,Insufficient Funds,364,15,4,0,20.98,742.46,1,0,19,0.75,0.2,1.068678879832136,0.0,0.448827923856245,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,689.8395424085714,True,0.0
TXN000075,732.83,Card,Bank Decline,486,15,3,3,6.24,637.43,0,1,18,0.7894736842105263,0.1578947368421052,0.1494290681828863,0.4143646408839779,0.4898665475971147,STOP RETRY,LOW,358.9889020755936,False,732.83
TXN000076,1197.06,Card,Insufficient Funds,1501,25,6,1,41.58,611.51,0,0,31,0.78125,0.1875,0.9559843920915576,0.0234852043212775,0.2419138705989437,AVOID RETRY,LOW,289.5854179391716,False,0.0
TXN000077,1758.29,Net Banking,Expired Card,767,21,1,0,20.96,813.14,0,0,22,0.9130434782608696,0.0434782608695652,1.1609182695850837,0.0,0.4543653220050788,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,798.90600202831,True,0.0
TXN000078,1260.45,UPI,Network Error,1668,14,4,4,13.51,920.14,1,0,18,0.7368421052631579,0.2105263157894736,0.3694443841327052,0.2756719503790489,0.5660070423990852,STOP RETRY,LOW,713.4235765919269,False,0.0
TXN000079,1274.98,UPI,Authentication Failed,366,20,4,4,14.99,994.78,0,0,24,0.8,0.16,0.2813874550603547,0.2501563477173233,0.3482534892465594,STOP RETRY,LOW,444.0162337195784,False,0.0
TXN000080,508.24,UPI,Expired Card,384,11,1,2,46.9,1378.53,0,1,12,0.8461538461538461,0.0769230769230769,0.6308597855791465,0.0417536534446764,0.3770091945851525,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,191.6111530559579,True,508.24
TXN000081,711.25,Net Banking,Network Error,385,19,4,1,21.22,3109.31,1,0,23,0.7916666666666666,0.1666666666666666,0.7710035334098531,0.045004500450045,0.6031388590382634,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,428.9825134909648,True,0.0
TXN000082,10492.97,Card,Expired Card,1952,15,2,4,18.77,3766.66,1,0,17,0.8333333333333334,0.1111111111111111,1.7852752106081755,0.2023267577137076,0.2396016693718965,STOP RETRY,LOW,2514.133128669229,False,0.0
TXN000083,3746.08,UPI,Limit Exceeded,261,19,7,2,36.92,2948.87,0,0,26,0.7037037037037037,0.2592592592592592,0.2702525874021567,0.0527426160337552,0.270804107952498,AVOID RETRY,LOW,1014.4538527186938,False,0.0
TXN000084,251.18,UPI,Network Error,1320,21,3,2,23.92,514.59,0,0,24,0.84,0.12,0.5108904361993056,0.0802568218298555,0.6872167450058824,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,172.61510201057754,True,0.0
TXN000085,102.83,UPI,Authentication Failed,825,23,3,0,35.01,2869.16,1,0,26,0.8518518518518519,0.1111111111111111,0.963824316414416,0.0,0.6470337489945559,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,66.53448040911019,True,0.0
TXN000086,1183.45,UPI,Network Error,219,14,5,1,30.43,1107.07,0,0,19,0.7,0.25,0.0689306632252476,0.0318167356029271,0.716866223176956,RETRY PAYMENT IMMEDIATELY,HIGH,848.3753318187687,True,0.0
TXN000087,2679.73,Card,Expired Card,77,22,4,1,45.45,405.31,0,0,26,0.8148148148148148,0.1481481481481481,5.597745563732126,0.0215285252960172,0.1404754609872566,AVOID RETRY,LOW,376.4363070713811,False,0.0
TXN000088,652.01,Card,Bank Decline,1337,26,3,2,41.21,487.31,0,1,29,0.8666666666666667,0.1,0.3372857406155925,0.0473821369343757,0.3990687477938633,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,260.19681424907685,True,652.01
TXN000089,3046.23,Net Banking,Expired Card,843,19,3,2,4.33,284.68,0,0,22,0.8260869565217391,0.1304347826086956,9.666584990198825,0.3752345215759849,0.2036158883376717,AVOID RETRY,LOW,620.2608275308659,False,0.0
TXN000090,1164.04,Card,Network Error,84,19,3,3,45.92,1253.72,1,1,22,0.8260869565217391,0.1304347826086956,0.0714741137464932,0.0639386189258312,0.5526452974732282,STOP RETRY,LOW,643.3012320707365,False,1164.04
TXN000091,931.63,UPI,Network Error,1392,24,3,1,29.73,721.76,0,1,27,0.8571428571428571,0.1071428571428571,0.2903730145553157,0.0325414904002603,0.7886164952631463,RETRY PAYMENT IMMEDIATELY,HIGH,734.698785482005,True,931.63
TXN000092,2335.81,Card,Bank Decline,148,24,4,2,15.83,826.02,0,0,28,0.8275862068965517,0.1379310344827586,1.8255785833474405,0.11883541295306,0.446129224622825,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,1042.073104166241,True,0.0
TXN000093,644.27,Net Banking,Insufficient Funds,1055,21,5,2,41.75,1545.84,0,0,26,0.7777777777777778,0.1851851851851851,0.5828463189470146,0.0467836257309941,0.1670792802063777,AVOID RETRY,LOW,107.644167858563,False,0.0
TXN000094,823.28,Card,Bank Decline,253,22,4,2,36.77,2903.49,0,1,26,0.8148148148148148,0.1481481481481481,0.7162049103284914,0.0529520783690759,0.3346869584007145,AVOID RETRY,LOW,275.5410791121402,False,823.28
TXN000095,2143.44,Net Banking,Insufficient Funds,777,17,4,1,8.64,1539.26,1,0,21,0.7727272727272727,0.1818181818181818,0.3922584498720995,0.1037344398340248,0.5050957996963409,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,1082.642540901125,True,0.0
TXN000096,1062.74,Card,Authentication Failed,232,21,6,3,6.93,896.23,0,0,27,0.75,0.2142857142857142,0.1855822921658883,0.3783102143757881,0.3879392828574387,STOP RETRY,LOW,412.2785934639144,False,0.0
TXN000097,7396.6,Card,Network Error,1709,17,6,3,40.95,222.28,1,0,23,0.7083333333333334,0.25,32.13149408814046,0.0715137067938021,0.1322117817055751,STOP RETRY,LOW,977.9176645634568,False,0.0
TXN000098,2194.75,Card,Limit Exceeded,40,19,5,3,34.11,1228.3,1,0,24,0.76,0.2,0.786179126332059,0.0854457419538593,0.2393451924023776,STOP RETRY,LOW,525.3028610251183,False,0.0
TXN000099,2056.61,UPI,Limit Exceeded,288,25,3,2,14.77,1443.72,1,0,28,0.8620689655172413,0.1034482758620689,0.4242275319785149,0.1268230818008877,0.666537121445427,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,1370.8069093358797,True,0.0
TXN000100,1043.67,UPI,Expired Card,327,21,6,0,17.52,940.47,1,1,27,0.75,0.2142857142857142,0.1096158135681434,0.0,0.5614958998828972,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,586.0164258307833,True,1043.67
TXN000101,2630.04,UPI,Bank Decline,698,19,8,4,28.38,1072.55,0,0,27,0.6785714285714286,0.2857142857142857,1.4507847794699829,0.136147038801906,0.2327120271770291,STOP RETRY,LOW,612.0419399566737,False,0.0
TXN000102,794.25,Card,Bank Decline,1250,14,1,4,27.11,380.17,0,0,15,0.875,0.0625,1.0863394286014114,0.1422981145499822,0.2779662336842749,STOP RETRY,LOW,220.77468110373536,False,0.0
TXN000103,1454.44,UPI,Limit Exceeded,1657,18,4,0,31.51,718.15,1,1,22,0.782608695652174,0.1739130434782608,1.0238336925537097,0.0,0.5548225444218758,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,806.9561015089531,True,1454.44
TXN000104,438.65,Card,Insufficient Funds,1468,22,4,1,31.43,1249.45,0,1,26,0.8148148148148148,0.1481481481481481,0.648406573633492,0.0308356460067838,0.3552637834411031,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,155.8364586064399,True,438.65
TXN000105,3100.88,Wallet,Bank Decline,362,17,4,1,10.3,717.91,0,1,21,0.7727272727272727,0.1818181818181818,3.3146986409981785,0.0884955752212389,0.3620780919203651,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,1122.760713674022,True,3100.88
TXN000106,1466.46,UPI,Insufficient Funds,182,22,3,4,31.49,2426.2,1,1,25,0.8461538461538461,0.1153846153846153,0.3954103493737639,0.1231148045552477,0.3354524613306164,STOP RETRY,LOW,491.92761644289584,False,1466.46
TXN000107,7962.62,Card,Insufficient Funds,1429,24,2,0,10.67,938.28,1,0,26,0.8888888888888888,0.074074074074074,7.478430287028362,0.0,0.4087347061930924,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,3254.5991462272414,True,0.0
TXN000108,11995.64,Net Banking,Insufficient Funds,163,27,2,3,3.62,409.54,0,0,29,0.9,0.0666666666666666,28.22161056169922,0.6493506493506493,0.1329927681808771,STOP RETRY,LOW,1595.3333697012574,False,0.0
TXN000109,2352.7,UPI,Insufficient Funds,985,17,3,1,31.89,1396.72,0,1,20,0.8095238095238095,0.1428571428571428,0.6839567295309502,0.0304043782304651,0.417106704748071,SUGGEST ALTERNATIVE PAYMENT METHOD,MEDIUM,981.3269442607864,True,2352.7
TXN000110,1174.3,UPI,Expired Card,145,22,4,3,46.63,2627.25,1,0,26,0.8148148148148148,0.1481481481481481,0.5528203177018929,0.0629855133319336,0.2378986823670037,STOP RETRY,LOW,279.36442270357253,False,0.0
TXN000111,425.79,UPI,Expired Card,1120,24,4,2,5.84,2472.03,0,0,28,0.8275862068965517,0.1379310344827586,0.8274222310283337,0.2923976608187134,0.3386180152826075,AVOID RETRY,LOW,144.18016472718148,False,0.0
TXN000112,2710.12,UPI,Limit Exceeded,691,20,4,4,41.73,1685.58,1,0,24,0.8,0.16,0.6074659962764886,0.0936110461034402,0.2968734390275635,STOP RETRY,LOW,804.5626445773804,False,0.0
